449	7721	69491
450	7563	69618
451	7409	69775
452	7254	69923
453	7099	70071
454	6943	70209
455	6789	70361
456	6633	70505
457	6477	70634
458	6324	70798
459	6168	70936
460	6013	71082
461	5860	71247
462	5706	71403
463	5552	71568
464	5398	71719
465	5244	71876
466	5090	72036
467	4937	72208
468	4783	72364
469	4628	72515
470	4474	72672
471	4320	72828
472	4166	72985
473	4010	73115
474	3855	73262
475	3701	73405
476	3547	73567
477	3394	73749
478	3239	73896
479	3085	74052
480	2931	74208
481	2777	74370
482	2622	74517
483	2468	74674
484	2314	74820
485	2159	74963
486	2004	75109
487	1850	75248
488	1695	75387
489	1541	75543
490	1387	75681
491	1233	75833
492	1078	75978
493	924	76122
494	770	76260
495	616	76418
496	462	76562
497	308	76716
498	154	76866
499	0	77020
